"SMILES","CASRN","MOLECULEID","EXTERNALID","N","NAME","NAME","ARTICLEID","PUBMEDID","PAGE","TABLE","logPow {measured}","UNIT {logPow}","logPow {measured, converted}","UNIT {logPow}","pH","UNIT {pH}"
"CN(C)S(=O)(=O)C1=CC=CC(CN2C(=O)C(=O)N(CC3=CC=CC=C3)C3=CC=C(Cl)C=C23)=C1","-","M1023633","ZINC03372338","815","-","-","A27772","23131797","-","2","3.37","Log unit","3.37","Log unit","= 2.0","Log unit"
"COC(=O)CCNC1=C2C3=C(CCCC3)SC2=NC(=N1)C1=CC=CN=C1","-","M787527","ZINC03378626","818","-","-","A27772","23131797","-","2","4.69","Log unit","4.69","Log unit","= 10.5","Log unit"
"CCCN1C(SCC2=CC(=O)N3C=C(Br)C=CC3=N2)=NN=C1C1=CC=CC(C)=C1","-","M1023646","ZINC03379013","820","-","-","A27772","23131797","-","2","4.43","Log unit","4.43","Log unit","= 6.5","Log unit"
"C[C@H](NC1=NS(=O)(=O)C2=C1C=CC=C2)C(=O)OCC(=O)\C=C1\N(C)C2=CC=CC=C2C1(C)C","-","M2564443","ZINC03380609","821","-","-","A27772","23131797","-","2","4.21","Log unit","4.21","Log unit","= 2.0","Log unit"
"CCOC1=CC(\C=N\N2C=NC3=C(C(C)=C(C)S3)C2=O)=CC(Br)=C1OCC(N)=O","-","M1023681","ZINC03391291","824","-","-","A27772","23131797","-","2","4.98","Log unit","4.98","Log unit","= 10.5","Log unit"
"CN1C(=O)N(C)C(=O)C(C(=O)COC(=O)C2CC2)=C1N","-","M1023690","ZINC03392958","825","-","-","A27772","23131797","-","2","2.17","Log unit","2.17","Log unit","10.0","Log unit"
"O=C(COC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12)N1CCCC1","-","M1023691","ZINC03393286","826","-","-","A27772","23131797","-","2","4.09","Log unit","4.09","Log unit","5.0","Log unit"
"FC(F)(F)C1=CC(N\C=C\C(=O)C2=CC=C(Br)C=C2)=CC=C1","-","M1021613","ZINC01095206","828","-","-","A27772","23131797","-","2","5.65","Log unit","5.65","Log unit","5.0","Log unit"
"CCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CO1)C(=O)OC","-","M3410295","ZINC00194740","829","-","-","A27772","23131797","-","2","3.67","Log unit","3.67","Log unit","10.0","Log unit"
"FC1=CC=C(\C=C\C(=O)OCC(=O)NC2=CC(=CC=C2N2CCOCC2)C(F)(F)F)C=C1","-","M1023706","ZINC03398050","830","-","-","A27772","23131797","-","2","5.08","Log unit","5.08","Log unit","= 2.0","Log unit"
"CC(C)OCC1=C(OC2=C1C=CC=C2)C(=O)OCC(=O)C1=C(C)N(C(C)=C1)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1","-","M1023712","ZINC03400420","831","-","-","A27772","23131797","-","2","5.39","Log unit","5.39","Log unit","5.0","Log unit"
"O=C(NC1=CC=C2OCOC2=C1)[C@@H]1COC2=CC=CC=C2O1","-","M1019991","ZINC00309276","832","-","-","A27772","23131797","-","2","3.28","Log unit","3.28","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1)C1=NN=C(SCC2=CC(=O)OC3=C2C2=CC=CC=C2C=C3)N1N","-","M1023725","ZINC03406061","833","-","-","A27772","23131797","-","2","4.24","Log unit","4.24","Log unit","5.0","Log unit"
"CN1C(=O)N(C)C(=O)C(C(=O)CSC2=NC3=C(C4=C(CCC4)S3)C(=O)N2CC2=CC=CC=C2)=C1N","-","M1023730","ZINC03408794","835","-","-","A27772","23131797","-","2","5.21","Log unit","5.21","Log unit","= 10.5","Log unit"
"CS(=O)(=O)N(CC(=O)NC1=CC=CC=C1C(=O)NCC1=CC=CO1)C1=CC=C(Cl)C=C1","-","M1021707","ZINC01145594","836","-","-","A27772","23131797","-","2","4.32","Log unit","4.32","Log unit","5.0","Log unit"
"CCOC(=O)\C=C1\S\C(=C\C2=C(F)C=CC=C2F)C(=O)N1CC(=O)N(C)C","-","M3410296","ZINC06909379","837","-","-","A27772","23131797","-","2","3.17","Log unit","3.17","Log unit","= 2.0","Log unit"
"CC1(C)[C@@]2(C)CC[C@]1(C(=O)NC1=CC=CC=C1C(F)(F)F)C1=C2N=C2C=CC=CC2=N1","-","M1022637","ZINC02172513","838","-","-","A27772","23131797","-","2","6.01","Log unit","6.01","Log unit","= 7.3","Log unit"
"CC1=CC(C(=O)CN2C(=O)[C@@H]3CC=CC[C@H]3C2=O)=C(C)N1CC1=CC=C2OCOC2=C1","-","M3410297","ZINC16043969","839","-","-","A27772","23131797","-","2","4.38","Log unit","4.38","Log unit","5.0","Log unit"
"COC1=CC(\C=C\C(=O)OCC(=O)C2=C(C)N(C(C)=C2)C2=NOC(C)=C2)=CC=C1","-","M1023761","ZINC03424333","841","-","-","A27772","23131797","-","2","5.2","Log unit","5.2","Log unit","= 6.5","Log unit"
"C[C@H](SC1=NN=C(N1C1=CC(C)=CC=C1)C1=CC=CC(=C1)S(=O)(=O)N(C)C)C(N)=O","-","M1023768","ZINC03426151","842","-","-","A27772","23131797","-","2","3.81","Log unit","3.81","Log unit","= 10.5","Log unit"
"COC1=CC(\C=C\C(=O)N[C@H]2CCCC3=C2C=CC=C3)=CC(OC)=C1OC","-","M1153483","ZINC03428301","843","-","-","A27772","23131797","-","2","4.27","Log unit","4.27","Log unit","5.0","Log unit"
"C[C@H]1CN(C(=O)C2=CSC3=C2CCCC3)\C(S1)=N\C1=CC=C(Cl)C=C1","-","M3410298","ZINC03430391","845","-","-","A27772","23131797","-","2","5.53","Log unit","5.53","Log unit","5.0","Log unit"
"COC1=C(OC)C=C2CN(CCC2=C1)C(=O)C1=CC(=CC=C1)S(=O)(=O)N1CCCCC1","-","M1023784","ZINC03432297","846","-","-","A27772","23131797","-","2","4.2","Log unit","4.2","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1)N(CC(=O)N[C@@H]1CCS(=O)(=O)C1)S(=O)(=O)C1=CC=C(Cl)C(Cl)=C1","-","M1023787","ZINC03433862","847","-","-","A27772","23131797","-","2","3.32","Log unit","3.32","Log unit","= 2.0","Log unit"
"COC(=O)C1[C@H](C2=CC=CC(Cl)=C2)C(C(=O)OC)=C(C)N=C1C","-","M1154208","ZINC00088004","848","-","-","A27772","23131797","-","2","4.22","Log unit","4.22","Log unit","10.0","Log unit"
"CC(C)[C@@H](SC1=NN=C(N1C)C(F)(F)F)C(=O)NC(N)=O","-","M1023792","ZINC03435204","849","-","-","A27772","23131797","-","2","2.12","Log unit","2.12","Log unit","= 7.3","Log unit"
"CC(C)N(CC1=NN=C(O1)C1=CC=C(Cl)C=C1)C(=O)[C@@H]1COC2=CC=CC=C2O1","-","M1023793","ZINC03435356","850","-","-","A27772","23131797","-","2","4.09","Log unit","4.09","Log unit","= 2.0","Log unit"
"COC1=CC=C(C=C1)C(=O)CSC1=NN=C(O1)C1=CC=CC=C1","-","M1020143","ZINC00386075","851","-","-","A27772","23131797","-","2","4.15","Log unit","4.15","Log unit","5.0","Log unit"
"CC1=NC2=NC(SCC(=O)NCCNC(=O)CSC3=NN4C(=N3)N=C(C)C=C4C)=NN2C(C)=C1","-","M1023802","ZINC03439551","852","-","-","A27772","23131797","-","2","0.82","Log unit","0.82","Log unit","= 10.5","Log unit"
"CN1C(=O)N(CC2=CC=CC=C2)C(N)=C(C(=O)CN2CCSC3=C2C=CC=C3)C1=O","-","M789163","ZINC03439641","853","-","-","A27772","23131797","-","2","4.71","Log unit","4.71","Log unit","= 10.5","Log unit"
"COC1=C(C=C(C=C1)C(=O)OCC(=O)NC1CCCCCCC1)[N+]([O-])=O","-","M1153532","ZINC03442520","854","-","-","A27772","23131797","-","2","4.28","Log unit","4.28","Log unit","5.0","Log unit"
"O=C(CC1=COC2=CC3=C(CCC3)C=C12)O[C@H]1CCCCC1=O","-","M1023805","ZINC03442590","855","-","-","A27772","23131797","-","2","4.43","Log unit","4.43","Log unit","5.0","Log unit"
"[O-][N+](=O)C1=CC2=C(OCOC2)C(COC(=O)CCCNC2=NS(=O)(=O)C3=CC=CC=C23)=C1","-","M1153531","ZINC03443597","856","-","-","A27772","23131797","-","2","3.52","Log unit","3.52","Log unit","= 6.5","Log unit"
"CCN(CC)S(=O)(=O)C1=CC=C2N=NN(OCC(=O)NC(C3=CC=CC=C3)C3=CC=CC=C3)C2=C1","-","M1023810","ZINC03445303","857","-","-","A27772","23131797","-","2","4.49","Log unit","4.49","Log unit","5.0","Log unit"
"CN(C)S(=O)(=O)C1=CC=C(NC(=O)COC(=O)C=C(C)C)C=C1","-","M1023815","ZINC03446865","858","-","-","A27772","23131797","-","2","2.26","Log unit","2.26","Log unit","= 2.0","Log unit"
"CC1=C(NC(=O)CC(C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1N1C=NN=N1","-","M789468","ZINC03451147","860","-","-","A27772","23131797","-","2","3.2","Log unit","3.2","Log unit","= 2.0","Log unit"
"CSC1=NC=CC=C1C(=O)OCC(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1","-","M1023826","ZINC03452528","861","-","-","A27772","23131797","-","2","3.63","Log unit","3.63","Log unit","= 8.0","Log unit"
"CC1=CC=C(C=C1NC(=O)C1=CC=CO1)C(=O)N1C(=O)C2=CC=CC(N)=C2C1=O","-","M1023832","ZINC03454322","862","-","-","A27772","23131797","-","2","3.55","Log unit","3.55","Log unit","7.0","Log unit"
"CC(C)NC(=O)COC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCCCCC1","-","M1023799","ZINC03437972","863","-","-","A27772","23131797","-","2","3.78","Log unit","3.78","Log unit","5.0","Log unit"
"CC(=O)N(C1=NC(\C=C\C(=O)NC2=CC=C3OCOC3=C2)=CS1)C1=CC=CC=C1","-","M815514","ZINC03462024","864","-","-","A27772","23131797","-","2","4.37","Log unit","4.37","Log unit","= 8.0","Log unit"
"CN1C(=O)N(C)C(=O)C(C(=O)COC(=O)C2=CC(NC(C)=O)=CC=C2)=C1N","-","M1023856","ZINC03462074","865","-","-","A27772","23131797","-","2","3.57","Log unit","3.57","Log unit","5.0","Log unit"
"COC1=CC=CC(=C1)C(=O)N1CCC[C@@H](C1)C1=CC=CC=C1","-","M1019708","ZINC00177764","866","-","-","A27772","23131797","-","2","4.04","Log unit","4.04","Log unit","5.0","Log unit"
"CC1CCCC(C)N1C(=O)CSC1=NN=C(N1CC1=CC=CC=C1)C1=CC=CO1","-","M1524639","ZINC03466055","867","-","-","A27772","23131797","-","2","4.49","Log unit","4.49","Log unit","= 7.3","Log unit"
"C[C@H](SC1=NN2C(=N1)N=C(C)C=C2C)C(=O)NCC(=O)NC1=CC=C(F)C(F)=C1F","-","M1023866","ZINC03467496","869","-","-","A27772","23131797","-","2","2.18","Log unit","2.18","Log unit","= 2.0","Log unit"
"FC(F)(F)C1=CN(CC(=O)N2CCN(CC2)C(=O)C2=CC=CO2)C(=O)C(Cl)=C1","-","M812957","ZINC03467655","870","-","-","A27772","23131797","-","2","2.27","Log unit","2.27","Log unit","5.0","Log unit"
"COC1=CC=CC(NC(=O)[C@H](OC(=O)C2=COCCO2)C2=CC=CC=C2)=C1","-","M1023867","ZINC03468009","871","-","-","A27772","23131797","-","2","3.81","Log unit","3.81","Log unit","5.0","Log unit"
"CCOC(=O)C1=CC=C(CNC(=O)CSC2=NC3=C(C(C)=C(C)S3)C(=O)N2CC=C)C=C1","-","M1021706","ZINC01144444","872","-","-","A27772","23131797","-","2","4.83","Log unit","4.83","Log unit","= 7.3","Log unit"
"ClC1=CC=C(C=C1)N1C(SCC(=O)NC2CCCCC2)=NC2=CC=CC=C2C1=O","-","M1023886","ZINC03477306","873","-","-","A27772","23131797","-","2","4.92","Log unit","4.92","Log unit","= 6.5","Log unit"
"CC1=CC=CC(C)=C1NC(=O)CNC(=O)C1CCN(CC1)S(=O)(=O)C1=CC=CC(Cl)=C1Cl","-","M1023887","ZINC03477387","874","-","-","A27772","23131797","-","2","3.41","Log unit","3.41","Log unit","= 2.0","Log unit"
"CC(=O)C1=C(C)NC(C(=O)COC(=O)C2=CC=CC=C2NC(=O)C2=CC=CO2)=C1C","-","M1023904","ZINC03483149","875","-","-","A27772","23131797","-","2","4.73","Log unit","4.73","Log unit","5.0","Log unit"
"C[C@@H](SC1=NN=NN1C1=CC=C(Cl)C=C1)C(=O)NCC(=O)NC1=CC=C(F)C(F)=C1F","-","M1023931","ZINC03493467","878","-","-","A27772","23131797","-","2","4.52","Log unit","4.52","Log unit","5.0","Log unit"
"CC(=O)C1=CC=C(C=C1)N1CCN(CC1)C(=O)\C=C\C1=CC=C(C)O1","-","M1023937","ZINC03495716","879","-","-","A27772","23131797","-","2","4.3","Log unit","4.3","Log unit","10.0","Log unit"
"COC1=CC=C(C=C1)C(=O)\C=C\C=C(Cl)Cl","-","M1019965","ZINC00294824","881","-","-","A27772","23131797","-","2","4.4","Log unit","4.4","Log unit","5.0","Log unit"
"CCC(CC)NC(=O)C1=CC=C(Cl)C(=C1)S(=O)(=O)N1CCCC1","-","M1023959","ZINC03505923","882","-","-","A27772","23131797","-","2","3.6","Log unit","3.6","Log unit","5.0","Log unit"
"CN1C(SCC(=O)NC2CCCCCC2)=NN=C1C1=CC=C(Cl)C=C1","-","M1023963","ZINC03506974","883","-","-","A27772","23131797","-","2","4.21","Log unit","4.21","Log unit","= 7.3","Log unit"
"CC(SC1=NC2=C(C=CC=C2)C(=O)N1C1=CC=C(F)C=C1)C(=O)NCC1=CC2=C(OCO2)C=C1","-","M1613311","ZINC03514660","885","-","-","A27772","23131797","-","2","4.63","Log unit","4.63","Log unit","5.0","Log unit"
"CCOC(=O)C1=C(C)NC(=O)C[C@@H]1C1=CC(OC)=C(OC)C=C1Br","-","M1021574","ZINC01080980","887","-","-","A27772","23131797","-","2","3.93","Log unit","3.93","Log unit","5.0","Log unit"
"COC(=O)C1=CC=C(C)C(NC(=O)CC2=COC3=CC4=C(CCC4)C=C23)=C1","-","M1024006","ZINC03525006","888","-","-","A27772","23131797","-","2","4.78","Log unit","4.78","Log unit","5.0","Log unit"
"CCN(CC)S(=O)(=O)C1=CC=C(\C=C\C(=O)NC2CCCCC2)C=C1","-","M1153580","ZINC03226116","889","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","5.0","Log unit"
"FC1=CC=CC=C1C(=O)OCC(=O)NC1=CC=CC=C1","-","M1022409","ZINC01934341","890","-","-","A27772","23131797","-","2","3.18","Log unit","3.18","Log unit","5.0","Log unit"
"CCCCNC1=CC=CC=C1C(=O)OCC(=O)N[C@@H]1CCS(=O)(=O)C1","-","M1024012","ZINC03531368","891","-","-","A27772","23131797","-","2","4.09","Log unit","4.09","Log unit","= 8.0","Log unit"
"COCCN1C(C)=CC(C(=O)CSC2=NN=C3NC4=CC=CC=C4N23)=C1C","-","M800930","ZINC06506520","892","-","-","A27772","23131797","-","2","3.45","Log unit","3.45","Log unit","= 10.5","Log unit"
"O=C(CSC1=CC=CC=C1C(=O)OCC#N)N1CCCC1","-","M1024015","ZINC03533062","893","-","-","A27772","23131797","-","2","2.57","Log unit","2.57","Log unit","= 6.5","Log unit"
"COC(=O)C1=CC=C(Br)C(=C1)S(=O)(=O)N1CCCCC1","-","M1020916","ZINC00753220","894","-","-","A27772","23131797","-","2","3.66","Log unit","3.66","Log unit","5.0","Log unit"
"CCOC1=CC=C(NC(=O)CN(C)C(=O)C2=CC=C(C)O2)C=C1OCC","-","M794704","ZINC03534461","895","-","-","A27772","23131797","-","2","2.09","Log unit","2.09","Log unit","= 10.5","Log unit"
"CC1=CC=C(NC(=O)CSC2=NN=C(N2CC=C)C2=CC=CS2)C=C1F","-","M1020843","ZINC00718732","896","-","-","A27772","23131797","-","2","4.48","Log unit","4.48","Log unit","= 7.3","Log unit"
"NN1C(SCC(=O)NC2=CC=CC=C2C2=CC=CC=C2)=NN=C1C1=CC=C(OC(F)F)C=C1","-","M1024020","ZINC03536278","898","-","-","A27772","23131797","-","2","4.85","Log unit","4.85","Log unit","5.0","Log unit"
"C[C@H](NC(=O)CSC1=C2C=NN(C2=NC=N1)C1=CC=CC=C1)C1=CC=CC=C1","-","M1024023","ZINC03537495","899","-","-","A27772","23131797","-","2","4.73","Log unit","4.73","Log unit","= 10.5","Log unit"
"CCOC(=O)N1CCN(CC1)C(=O)\C=C\C1=CC=C(Cl)C(Cl)=C1","-","M1153510","ZINC03538275","900","-","-","A27772","23131797","-","2","4.34","Log unit","4.34","Log unit","5.0","Log unit"
"C[C@H]1C[C@H](C)CN(C1)C(=O)CSC1=NN=C(N1C)C1=CC=CC=C1","-","M1024026","ZINC03542431","901","-","-","A27772","23131797","-","2","3.68","Log unit","3.68","Log unit","10.0","Log unit"
"COC1=CC=CC(=C1)N1C(=O)C2=CC=CC=C2N=C1SCC1=CC(=O)N2C=CSC2=N1","-","M1024027","ZINC03542779","902","-","-","A27772","23131797","-","2","3.56","Log unit","3.56","Log unit","= 2.0","Log unit"
"CCC1=CC=CC=C1NC1=NC(CSC2=NN=C(N2N)C2=CC=C(OC(F)F)C=C2)=NC(N)=N1","-","M1024037","ZINC03545241","906","-","-","A27772","23131797","-","2","4.35","Log unit","4.35","Log unit","= 7.3","Log unit"
"COC1=CC=C(C=C1S(=O)(=O)N1CCOCC1)C(=O)NC1=CC=CC(F)=C1","-","M1024043","ZINC03548479","908","-","-","A27772","23131797","-","2","3.64","Log unit","3.64","Log unit","5.0","Log unit"
"CCCCN1C(=O)C2=CC=C(C=C2C1=O)C(=O)OCC(=O)N[C@H](C)C(C)C","-","M1024051","ZINC03549977","909","-","-","A27772","23131797","-","2","3.62","Log unit","3.62","Log unit","5.0","Log unit"
"CCCCOC1=CC=C(C=C1OC)C(=O)OC1=CC=C2OCOC2=C1","-","M1024061","ZINC03552280","910","-","-","A27772","23131797","-","2","4.77","Log unit","4.77","Log unit","5.0","Log unit"
"CC1=CC=C(CNC(=O)C2CCN(CC2)S(=O)(=O)C2=CC=C3OCCCOC3=C2)C=C1","-","M1024065","ZINC03554415","911","-","-","A27772","23131797","-","2","4.01","Log unit","4.01","Log unit","5.0","Log unit"
"CCN(C(=O)[C@@H](C)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1)C1=CC=CC=C1","-","M1024072","ZINC03556440","914","-","-","A27772","23131797","-","2","3.4","Log unit","3.4","Log unit","= 10.5","Log unit"
"CC(SC1=NN=C(N1C1=CC=CC=C1)C1=CC=C(F)C=C1)C(N)=O","-","M1244527","ZINC03409607","915","-","-","A27772","23131797","-","2","3.38","Log unit","3.38","Log unit","= 7.3","Log unit"
"O=C(COC1=CC2=CC=CC=C2C=C1)N1CCN(CC1)S(=O)(=O)C1=CC=C2OCCOC2=C1","-","M1024075","ZINC03557230","916","-","-","A27772","23131797","-","2","4.47","Log unit","4.47","Log unit","5.0","Log unit"
"CC1=CC=C(C=C1[N+]([O-])=O)C(=O)NCCC1=CC=C2OCCOC2=C1","-","M1153501","ZINC03560235","919","-","-","A27772","23131797","-","2","3.28","Log unit","3.28","Log unit","= 2.0","Log unit"
"C[C@@H](OC1=CC=CC=C1)C(=O)NC1=CC=C(OC(F)(F)F)C=C1","-","M1020439","ZINC00527717","921","-","-","A27772","23131797","-","2","4.77","Log unit","4.77","Log unit","5.0","Log unit"
"CCOC1=CC=C(C=C1)N1C(=O)C2=C(SC3=C2CCC3)N=C1SCC(=O)NC1CC1","-","M1024091","ZINC03562644","922","-","-","A27772","23131797","-","2","4.64","Log unit","4.64","Log unit","5.0","Log unit"
"COCCCNC(=O)C1=CC=CC=C1C(F)(F)F","-","M1023391","ZINC03105259","923","-","-","A27772","23131797","-","2","2.0","Log unit","2.0","Log unit","5.0","Log unit"
"FC(F)OC1=CC=C(C=C1)N1C(SCC#N)=NC2=CC=CC=C2C1=O","-","M1024094","ZINC03563653","924","-","-","A27772","23131797","-","2","4.17","Log unit","4.17","Log unit","5.0","Log unit"
"C[C@H](OC(=O)C1=C(C)ON=C1C)C(=O)NC1=CC=C2OCCOC2=C1","-","M1024096","ZINC03564262","925","-","-","A27772","23131797","-","2","2.78","Log unit","2.78","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1COC(=O)C1=CC(Cl)=CC=C1Cl)C(C)=O","-","M1023468","ZINC03263073","926","-","-","A27772","23131797","-","2","4.45","Log unit","4.45","Log unit","5.0","Log unit"
"CC1=CC(C)=C(NC(=O)CSC2=NN=C(N2N)C2=CC=C(OC(F)F)C=C2)C(C)=C1","-","M1024117","ZINC03573232","928","-","-","A27772","23131797","-","2","4.41","Log unit","4.41","Log unit","10.0","Log unit"
"COC(=O)C1=CC=CC(NC(=O)CCN2C(=O)C3=CC=CC=C3C2=O)=C1","-","M1021189","ZINC00940909","929","-","-","A27772","23131797","-","2","3.39","Log unit","3.39","Log unit","5.0","Log unit"
"C[C@H]1CCCC[C@@H]1NC(=O)COC1=NC=NC2=CC=CC=C12","-","M1024123","ZINC03575851","930","-","-","A27772","23131797","-","2","3.11","Log unit","3.11","Log unit","= 6.5","Log unit"
"C[C@@H]1CCCC[C@H]1NC(=O)COC(=O)C1=COCCO1","-","M1024124","ZINC03575938","931","-","-","A27772","23131797","-","2","2.48","Log unit","2.48","Log unit","5.0","Log unit"
"CN(CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(NC(=O)CC2=CC=C(F)C=C2)C=C1","-","M1021481","ZINC01049264","932","-","-","A27772","23131797","-","2","5.14","Log unit","5.14","Log unit","5.0","Log unit"
"CN(C1=NS(=O)(=O)C2=C1C=CC=C2)C1=CC=C(OC(=O)C2=CC=CC=C2)C=C1","-","M1021064","ZINC00848943","934","-","-","A27772","23131797","-","2","4.26","Log unit","4.26","Log unit","5.0","Log unit"
"COC(=O)C1=CC(=CC(=C1)C(=O)OCC(=O)C1=C(C)C(C(C)=O)=C(C)N1)[N+]([O-])=O","-","M1153492","ZINC03587776","936","-","-","A27772","23131797","-","2","3.82","Log unit","3.82","Log unit","5.0","Log unit"
"CC(C)N(C(C)C)C(=O)CSC1=NN=C(NCC2=CC=CC=C2)S1","-","M1024132","ZINC03587920","937","-","-","A27772","23131797","-","2","4.09","Log unit","4.09","Log unit","= 7.3","Log unit"
"O=C(NC1CC1)C1=CC=C2S\C(=C/C3=CC=CC=C3)C(=O)NC2=C1","-","M1023380","ZINC03059500","938","-","-","A27772","23131797","-","2","4.32","Log unit","4.32","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1Cl)S(=O)(=O)N(CC(=O)NC1=CC=CC(=C1)[N+]([O-])=O)C1CCCCC1","-","M1153841","ZINC01049570","940","-","-","A27772","23131797","-","2","5.48","Log unit","5.48","Log unit","5.0","Log unit"
"FC1=CC=CC=C1C1=NN=C(SCC(=O)N2CCOCC2)N1CCC1=CC=CC=C1","-","M1024137","ZINC03590540","941","-","-","A27772","23131797","-","2","3.79","Log unit","3.79","Log unit","= 7.3","Log unit"
"CCOC(=O)C1=C(C)C(CNC2=CC=C(C=C2)C(=O)OCC)=C(C)N1","-","M1019333","ZINC00093288","942","-","-","A27772","23131797","-","2","5.09","Log unit","5.09","Log unit","5.0","Log unit"
"C1CCC(C1)NC1=C2C(SC3=C2CCCC3)=NC=N1","-","M800804","ZINC00540009","943","-","-","A27772","23131797","-","2","4.17","Log unit","4.17","Log unit","10.0","Log unit"
"CCC[C@@H](C)NC(=O)COC1=C2C(SC3=C2CC[C@@H](C)C3)=NC=N1","-","M1024145","ZINC03599705","944","-","-","A27772","23131797","-","2","4.55","Log unit","4.55","Log unit","10.0","Log unit"
"FC1=CC=C(NC(=O)CSC2=C3C4=C(CCC4)SC3=NC=N2)C=C1","-","M1020928","ZINC00780911","945","-","-","A27772","23131797","-","2","4.69","Log unit","4.69","Log unit","= 7.3","Log unit"
"CC1=CC(Br)=CC=C1NC(=O)CSC1=NN=C(N)S1","-","M1020729","ZINC00691906","947","-","-","A27772","23131797","-","2","2.69","Log unit","2.69","Log unit","= 7.3","Log unit"
"COC(=O)C1=CC=C(C=C1)N1C(C)=CC(C(=O)COC2=CC=CC(=C2)N2C=NN=N2)=C1C","-","M1024163","ZINC03606457","951","-","-","A27772","23131797","-","2","4.77","Log unit","4.77","Log unit","5.0","Log unit"
"CC1=CC=C(OCCC(=O)N2CCN(CC2)S(=O)(=O)C2=CC=CS2)C=C1","-","M1024175","ZINC03614139","953","-","-","A27772","23131797","-","2","2.98","Log unit","2.98","Log unit","= 2.0","Log unit"
"COC1=CC=C(C=C1)[C@H](N(C)C(=O)CC1=CNC2=CC=CC=C12)C(=O)NC1=CC=C2OCCOC2=C1","-","M1024176","ZINC03614715","954","-","-","A27772","23131797","-","2","3.76","Log unit","3.76","Log unit","= 2.0","Log unit"
"CN(C)S(=O)(=O)C1=CC=CC(=C1)C(=O)NCCC1=CC=C(Cl)C=C1Cl","-","M1024177","ZINC03615275","955","-","-","A27772","23131797","-","2","4.48","Log unit","4.48","Log unit","10.0","Log unit"
"CC1=CC2=CC=CC=C2C(=O)N1CC(=O)NCC(=O)N1CCN(CC1)C1=CC=CC(Cl)=C1","-","M1024184","ZINC03620303","957","-","-","A27772","23131797","-","2","4.45","Log unit","4.45","Log unit","= 7.3","Log unit"
"FC1=C(COC(=O)C2=CC(=CC=C2)S(=O)(=O)N2CCCC2)C(Cl)=CC=C1","-","M1024185","ZINC03620479","958","-","-","A27772","23131797","-","2","4.22","Log unit","4.22","Log unit","= 2.0","Log unit"
"COC1=CC=C(C=C1)C(=O)CN1C(=NC2=C1C(=O)N(C)C(=O)N2C)N1CCCCCC1","-","M1020834","ZINC00717796","959","-","-","A27772","23131797","-","2","4.42","Log unit","4.42","Log unit","10.0","Log unit"
"COC1=CC(=CC=C1OC(=O)\C=C\C1=CC=CC(F)=C1)C#N","-","M1153488","ZINC03621212","960","-","-","A27772","23131797","-","2","4.46","Log unit","4.46","Log unit","5.0","Log unit"
"COC1=CC=C(C=C1OC)[C@H]1[C@H](C(=O)NC2=CC=C(F)C=C2F)C2=CC(OC)=C(OC)C=C2C(=O)N1C","-","M1024188","ZINC03621394","961","-","-","A27772","23131797","-","2","3.66","Log unit","3.66","Log unit","5.0","Log unit"
"COC1=CC=C(NC(=O)C2=C(N)C3=C(S2)SC(C(=O)NC2=CC=C(OC)C(OC)=C2)=C3N)C=C1OC","-","M1024189","ZINC03624168","962","-","-","A27772","23131797","-","2","4.88","Log unit","4.88","Log unit","10.0","Log unit"
"COC1=CC=C(C=C1OC)[C@@H]1C(C(=O)OCCOC(C)C)=C(C)NC2=C1C(=O)C[C@@H](C2)C1=CC=CS1","-","M1153486","ZINC03639569","967","-","-","A27772","23131797","-","2","4.45","Log unit","4.45","Log unit","10.0","Log unit"
"COCCOC(=O)C1=C(C)NC2=C(C1C1=COC3=CC=C(C)C=C3C1=O)C(=O)CC(C2)C1=CC(OC)=CC=C1","-","M3410300","ZINC09553985","968","-","-","A27772","23131797","-","2","5.23","Log unit","5.23","Log unit","= 10.5","Log unit"
"CCSCCOC(=O)C1=C(C)NC2=C([C@@H]1C1=CC=C(C=C1)C(=O)OC)C(=O)C[C@H](C2)C1=CC=CS1","-","M1153485","ZINC03640152","969","-","-","A27772","23131797","-","2","5.24","Log unit","5.24","Log unit","10.0","Log unit"
"CCC1=C(C#N)C(SCC(=O)N2CCC3=CC(OC)=C(OC)C=C3C2)=NC2=C1C(=O)CC(C)(C)C2","-","M1024205","ZINC03646242","973","-","-","A27772","23131797","-","2","4.89","Log unit","4.89","Log unit","5.0","Log unit"
"CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)OC1CCCCC1","-","M1022779","ZINC02617458","975","-","-","A27772","23131797","-","2","4.27","Log unit","4.27","Log unit","5.0","Log unit"
